name,#commits,first commit,last commit,project life time (s),#contributors,online,included,stars,URL
2694048168/DigitalImageProcessing,21,2020-08-13T15:33:01,2020-08-20T12:14:15,6.861967592592593,3,True,True,16,https://github.com/2694048168/DigitalImageProcessing
26prajval98/CRC-Error-Detection,30,2018-03-07T12:13:45,2018-11-28T17:23:25,266.2150462962963,3,True,True,1,https://github.com/26prajval98/CRC-Error-Detection
28shambhavi/computational-physics,17,2020-08-26T14:11:02,2020-11-05T19:40:14,71.2286111111111,3,True,True,1,https://github.com/28shambhavi/computational-physics
2K2A/final_matlab,30,2018-12-04T01:29:00,2018-12-12T00:27:02,7.956967592592592,4,True,True,1,https://github.com/2K2A/final_matlab
2lambda123/Shack-Hartmann-Simulator,30,2018-01-10T15:04:30,2024-01-12T18:13:24,2193.131180555556,3,True,True,2,https://github.com/2lambda123/Shack-Hartmann-Simulator
2sem19gr832/Optimality,30,2019-04-12T09:31:02,2019-04-25T13:42:41,13.174756944444445,3,True,True,1,https://github.com/2sem19gr832/Optimality
30Kaz/FVM_MATLAB,5,2020-02-14T14:50:19,2020-02-25T11:50:56,10.87542824074074,2,True,True,1,https://github.com/30Kaz/FVM_MATLAB
333AM/NN-PowerFlow,7,2020-10-29T02:01:15,2021-05-19T07:27:51,202.2268055555556,2,True,True,1,https://github.com/333AM/NN-PowerFlow
372groupproject/milestones-team26-yifanli1998-amelnychuck,12,2020-03-26T01:26:20,2020-04-30T05:39:35,35.175868055555554,2,True,True,1,https://github.com/372groupproject/milestones-team26-yifanli1998-amelnychuck
3DMBDP/3D_Drone_Reconstruction,30,2018-11-04T23:21:38,2018-12-17T03:47:30,42.18462962962963,4,True,True,3,https://github.com/3DMBDP/3D_Drone_Reconstruction
3F3Feng/AER1513-stereo_visual_odom,30,2019-12-05T06:51:27,2020-11-26T20:04:33,357.55076388888887,2,True,True,1,https://github.com/3F3Feng/AER1513-stereo_visual_odom
3IE1/SciComp-2019,30,2019-02-24T04:42:48,2019-04-05T13:55:30,40.38381944444444,3,True,True,1,https://github.com/3IE1/SciComp-2019
3allan/rtraj,30,2021-01-04T09:39:49,2021-03-14T23:11:19,69.56354166666667,4,True,True,5,https://github.com/3allan/rtraj
3p3r/pf-localization,26,2017-11-25T22:16:59,2017-11-30T05:01:59,4.28125,2,True,True,10,https://github.com/3p3r/pf-localization
42-AI/Elegant-Elegans,30,2022-06-08T16:56:06,2022-09-11T14:53:48,94.91506944444444,7,True,True,3,https://github.com/42-AI/Elegant-Elegans
4Pi-SMS-consortium/4Pi-SMS-analysis,30,2020-01-16T16:14:36,2020-08-29T22:42:54,226.26965277777776,3,True,True,4,https://github.com/4Pi-SMS-consortium/4Pi-SMS-analysis
4k5h1t/NB-Spam-Classifier-Project,30,2021-07-18T11:23:23,2022-09-20T18:13:46,429.2849884259259,2,True,True,3,https://github.com/4k5h1t/NB-Spam-Classifier-Project
610983691/my-files,30,2017-08-09T09:55:51,2018-06-07T08:52:30,301.9560069444444,2,True,True,1,https://github.com/610983691/my-files
6314089/Project,30,2016-12-15T14:44:13,2016-12-25T15:50:00,10.04568287037037,3,True,True,2,https://github.com/6314089/Project
645009078/BCH-63-39-INMARSAT-System,18,2020-04-14T02:32:41,2020-05-22T04:41:03,38.08914351851852,2,True,True,1,https://github.com/645009078/BCH-63-39-INMARSAT-System
6G-Senior-Design-FH13/matlab-fingerprinting-testing,30,2022-03-25T22:33:40,2023-10-10T08:19:54,563.4071064814815,5,True,True,1,https://github.com/6G-Senior-Design-FH13/matlab-fingerprinting-testing
7jameslondon/Albus,30,2018-05-14T21:24:39,2019-07-19T18:40:28,430.8859837962963,4,True,True,1,https://github.com/7jameslondon/Albus
970814/convolutionNerualNetwork,30,2021-03-14T08:53:54,2021-03-20T00:56:22,5.66837962962963,2,True,True,1,https://github.com/970814/convolutionNerualNetwork
A-B-A-K/MPC,21,2023-12-15T13:14:33,2024-01-12T11:22:24,27.92211805555556,3,True,True,1,https://github.com/A-B-A-K/MPC
A-CGray/OpenSus,14,2019-07-20T20:26:10,2019-09-17T02:28:32,58.25164351851852,3,True,True,3,https://github.com/A-CGray/OpenSus
A-Eltved/strengthened_sdr,12,2020-09-24T09:02:27,2022-01-17T14:47:18,480.2394791666667,3,True,True,1,https://github.com/A-Eltved/strengthened_sdr
A-Fisk/VVlab_Scripts,30,2018-06-04T13:43:32,2018-11-13T10:08:52,161.85092592592594,3,True,True,1,https://github.com/A-Fisk/VVlab_Scripts
A-Scheel/Variational-Radar-Model,8,2018-07-27T15:41:00,2019-10-05T08:57:01,434.71945601851854,2,True,True,11,https://github.com/A-Scheel/Variational-Radar-Model
A-VazquezGuardado/Real-time_control_Optogenetics,19,2020-11-03T05:34:36,2021-02-21T19:33:31,110.58258101851852,2,True,True,2,https://github.com/A-VazquezGuardado/Real-time_control_Optogenetics
AAU-CNT/tandem_aoi,7,2020-07-08T15:26:51,2020-12-03T10:30:53,147.79446759259258,2,True,True,1,https://github.com/AAU-CNT/tandem_aoi
AB-Coder96/threephaseOPF,9,2023-09-14T17:58:12,2024-01-22T10:00:41,129.6683912037037,2,True,True,5,https://github.com/AB-Coder96/threephaseOPF
ABC-iRobotics/GTPR-tool,6,2019-12-10T13:59:03,2021-10-10T21:27:06,670.3111458333333,2,True,True,1,https://github.com/ABC-iRobotics/GTPR-tool
ABCD-STUDY/FIONA-QC-PHANTOM,14,2016-04-22T18:32:57,2018-03-24T00:09:52,700.2339699074074,3,True,True,4,https://github.com/ABCD-STUDY/FIONA-QC-PHANTOM
ABCD-STUDY/abcd_extract_eprime,30,2018-10-30T19:24:45,2023-11-09T00:39:37,1835.218657407408,2,True,True,5,https://github.com/ABCD-STUDY/abcd_extract_eprime
ABRBABY/ABRBABY_matlab,30,2024-01-29T16:04:50,2024-02-15T11:56:41,16.827673611111113,2,True,True,1,https://github.com/ABRBABY/ABRBABY_matlab
ABSysGroup/MI4EEG,30,2021-03-29T19:04:46,2021-09-29T13:54:33,183.78457175925925,3,True,True,1,https://github.com/ABSysGroup/MI4EEG
ABagofRuffles/Wireless-Modules,30,2019-04-07T18:11:07,2019-05-03T23:24:49,26.217847222222225,3,True,True,3,https://github.com/ABagofRuffles/Wireless-Modules
ACCA-Imperial/PoTk,30,2016-08-16T12:56:15,2018-04-12T14:52:57,604.0810416666667,2,True,True,6,https://github.com/ACCA-Imperial/PoTk
ACCA-Imperial/SKPrime,30,2016-07-11T12:29:27,2021-10-25T11:20:24,1931.9520486111112,2,True,True,10,https://github.com/ACCA-Imperial/SKPrime
ACCLAB/DABEST-Matlab,30,2017-11-30T05:19:25,2019-10-31T09:19:34,700.1667708333333,2,True,True,33,https://github.com/ACCLAB/DABEST-Matlab
ACIL-Group/DVFA,5,2018-07-20T20:16:36,2018-10-06T01:24:30,77.21381944444444,2,True,True,1,https://github.com/ACIL-Group/DVFA
AChavignon/PALA,30,2021-09-24T09:28:05,2023-08-28T11:30:15,703.084837962963,2,True,True,42,https://github.com/AChavignon/PALA
ACloninger/two-sample-anisotropic,5,2017-09-29T23:01:36,2017-10-20T17:49:20,20.783148148148147,2,True,True,5,https://github.com/ACloninger/two-sample-anisotropic
ADVRHumanoids/XBotBlock_WP,30,2022-07-20T14:20:28,2023-07-21T15:44:18,366.0582175925926,2,True,True,1,https://github.com/ADVRHumanoids/XBotBlock_WP
AEEooTo/RUSTICONE,20,2018-06-11T11:19:47,2018-06-27T10:28:06,15.964108796296296,3,True,True,1,https://github.com/AEEooTo/RUSTICONE
AEMARV/PolarNet,27,2016-04-20T19:00:59,2020-06-08T05:36:31,1509.4413425925925,2,True,True,1,https://github.com/AEMARV/PolarNet
AET-MEA-HEA/Supplementary-Data-Codes,20,2023-06-10T01:45:15,2023-10-17T02:09:32,129.01686342592592,2,True,True,1,https://github.com/AET-MEA-HEA/Supplementary-Data-Codes
AET-MetallicGlass/Supplementary-Data-Codes,30,2020-05-06T01:32:39,2021-11-11T18:37:17,554.711550925926,2,True,True,22,https://github.com/AET-MetallicGlass/Supplementary-Data-Codes
AFDL/LFIT,30,2016-02-18T19:59:36,2019-07-09T15:28:17,1236.811585648148,5,True,True,20,https://github.com/AFDL/LFIT
AGoel97/ASEN5014_Formation_Flying,30,2021-11-20T21:09:02,2021-12-14T23:49:57,24.111747685185183,3,True,True,1,https://github.com/AGoel97/ASEN5014_Formation_Flying
AI-Tianlong/SSVEP-BCI-OpenBCI,30,2023-01-25T10:48:04,2024-01-25T06:21:56,364.8151851851852,5,True,True,49,https://github.com/AI-Tianlong/SSVEP-BCI-OpenBCI
AI4EarthLab/pom2k_matlab,30,2016-10-25T01:33:22,2017-02-10T08:56:13,108.30753472222224,5,True,True,10,https://github.com/AI4EarthLab/pom2k_matlab
AIBC-TTRG/SmallCode,5,2019-03-03T13:03:21,2019-05-08T03:04:11,65.58391203703704,2,True,True,1,https://github.com/AIBC-TTRG/SmallCode
AIHub-1/AIHub-Brain,30,2023-05-23T01:18:26,2023-12-12T00:17:46,202.9578703703704,5,True,True,30,https://github.com/AIHub-1/AIHub-Brain
AIgen/QOOB,22,2020-05-06T20:53:18,2021-03-12T03:09:39,309.26135416666665,2,True,True,7,https://github.com/AIgen/QOOB
AKhatabdev/Image-Repair-Processor,7,2020-07-08T16:49:14,2021-12-05T11:56:54,514.7969907407407,3,True,True,3,https://github.com/AKhatabdev/Image-Repair-Processor
ALONELUR/Photometric_stereo,5,2019-01-22T06:37:35,2021-12-14T09:08:41,1057.1049305555557,2,True,True,1,https://github.com/ALONELUR/Photometric_stereo
ALandauer/HR-VPTM-AKL,30,2021-04-21T18:55:13,2022-08-05T13:50:11,470.7881712962963,2,True,True,3,https://github.com/ALandauer/HR-VPTM-AKL
ALandauer/helper_functions,8,2020-02-25T19:45:08,2021-03-03T22:03:58,372.09641203703706,2,True,True,1,https://github.com/ALandauer/helper_functions
ALandauer/qDIC,30,2018-03-23T14:32:46,2022-04-13T20:05:25,1482.2310069444443,3,True,True,2,https://github.com/ALandauer/qDIC
AMLAB-Wakayama/DemoAuditoryFilter,22,2021-01-19T01:25:57,2023-07-20T07:08:10,912.237650462963,2,True,True,2,https://github.com/AMLAB-Wakayama/DemoAuditoryFilter
AMLAB-Wakayama/GEDI,30,2019-12-08T05:21:45,2021-09-23T04:15:51,654.9542361111111,4,True,True,5,https://github.com/AMLAB-Wakayama/GEDI
AMLAB-Wakayama/WHIS,30,2022-04-16T11:53:45,2023-10-16T07:18:34,547.8089004629629,2,True,True,3,https://github.com/AMLAB-Wakayama/WHIS
AMLAB-Wakayama/gammachirp-filterbank,30,2022-03-24T06:35:35,2023-10-29T07:07:17,584.0220138888889,3,True,True,9,https://github.com/AMLAB-Wakayama/gammachirp-filterbank
AMSAT-NA/ascent,18,2021-12-10T16:22:32,2023-06-11T02:29:52,547.4217592592593,2,True,True,1,https://github.com/AMSAT-NA/ascent
AMSMRC1A/age_struct_malaria,30,2021-10-19T14:51:02,2023-08-31T13:58:34,680.9635648148148,3,True,True,2,https://github.com/AMSMRC1A/age_struct_malaria
AMasu01/MCMC,30,2018-03-14T12:06:43,2018-03-28T09:34:34,13.894340277777776,3,True,True,1,https://github.com/AMasu01/MCMC
ANDREWNGT/FORMFLYT,13,2021-07-09T02:40:02,2022-06-29T09:34:54,355.2881018518519,4,True,True,14,https://github.com/ANDREWNGT/FORMFLYT
ANL-CEEESA/powersas.m,30,2023-02-21T23:18:14,2024-01-05T12:21:48,317.5441435185185,3,True,True,13,https://github.com/ANL-CEEESA/powersas.m
AOADMM-DataFusionFramework/AOADMM-PARAFAC2,11,2021-05-11T15:51:56,2023-12-12T12:34:20,944.8627777777778,2,True,True,3,https://github.com/AOADMM-DataFusionFramework/AOADMM-PARAFAC2
AOADMM-DataFusionFramework/Matlab-Code,27,2020-07-01T11:05:21,2023-12-12T13:41:06,1259.108159722222,2,True,True,4,https://github.com/AOADMM-DataFusionFramework/Matlab-Code
AOSauron/noise-sonar,9,2017-03-20T17:31:55,2017-05-22T07:59:23,62.602407407407405,2,True,True,1,https://github.com/AOSauron/noise-sonar
APMonitor/arduino,30,2018-10-23T15:42:49,2021-11-11T15:37:48,1114.9965162037038,2,True,True,89,https://github.com/APMonitor/arduino
APPLabUofA/AlphaOut_New,6,2018-06-27T01:17:44,2018-07-11T00:58:18,13.98650462962963,2,True,True,2,https://github.com/APPLabUofA/AlphaOut_New
APPLabUofA/Alpha_New,12,2018-06-19T18:17:07,2018-07-18T11:13:59,28.706157407407407,3,True,True,2,https://github.com/APPLabUofA/Alpha_New
APPLabUofA/Muse_Stroke_Study,14,2019-07-12T23:10:31,2021-04-21T17:18:48,648.7557523148148,2,True,True,8,https://github.com/APPLabUofA/Muse_Stroke_Study
APPLabUofA/OrientWheel_Exo,6,2019-09-27T00:52:36,2019-10-23T00:32:11,25.98582175925926,2,True,True,1,https://github.com/APPLabUofA/OrientWheel_Exo
APPLabUofA/Skateboard,30,2019-02-28T19:08:21,2019-07-28T22:54:15,150.156875,2,True,True,1,https://github.com/APPLabUofA/Skateboard
APPLabUofA/micb,30,2019-03-18T21:33:14,2019-05-08T21:41:12,51.00553240740741,4,True,True,1,https://github.com/APPLabUofA/micb
APPLabUofA/micb_eyetrack,19,2019-07-05T23:55:36,2019-07-15T23:53:39,9.998645833333333,2,True,True,1,https://github.com/APPLabUofA/micb_eyetrack
ARKlab/Artesian.SDK-Matlab,30,2020-06-18T11:05:06,2023-10-16T10:22:39,1214.9705208333332,5,True,True,2,https://github.com/ARKlab/Artesian.SDK-Matlab
ARMSLab/slmpc,6,2018-01-29T10:45:59,2018-02-03T08:07:26,4.889895833333333,2,True,True,14,https://github.com/ARMSLab/slmpc
ARa2of/Behind-the-Meter-BESS-Management-Strategies-,30,2021-01-14T11:30:07,2022-08-19T16:16:53,582.1991435185186,2,True,True,2,https://github.com/ARa2of/Behind-the-Meter-BESS-Management-Strategies-
ARa2of/PV-BESS-Analysis-Tool,30,2021-01-08T11:57:54,2022-08-19T16:18:54,588.18125,2,True,True,3,https://github.com/ARa2of/PV-BESS-Analysis-Tool
ASKYSPACE/fgc-txtbk-demo,17,2020-09-01T01:30:13,2020-09-07T01:57:06,6.018668981481482,2,True,True,4,https://github.com/ASKYSPACE/fgc-txtbk-demo
ASajwan/isam-vp,10,2018-04-10T22:30:14,2019-08-07T14:09:29,483.6522569444445,2,True,True,3,https://github.com/ASajwan/isam-vp
ATsiopou/autoBinPacking,30,2016-12-04T23:37:32,2017-01-21T21:47:23,47.92350694444445,3,True,True,1,https://github.com/ATsiopou/autoBinPacking
AUMAG/matlab-plot-tools,30,2015-06-02T13:10:07,2020-03-19T03:02:41,1751.5781712962962,2,True,True,23,https://github.com/AUMAG/matlab-plot-tools
AVAuco/ddp,27,2018-07-15T21:25:02,2018-07-22T19:25:07,6.916724537037037,2,True,True,37,https://github.com/AVAuco/ddp
AVAuco/ssd_people,30,2018-10-13T20:11:41,2021-03-07T12:05:49,875.6625925925925,2,True,True,12,https://github.com/AVAuco/ssd_people
AZaitzeff/betaTD,30,2019-07-19T18:20:47,2020-10-08T11:37:52,446.7201967592592,2,True,True,1,https://github.com/AZaitzeff/betaTD
Aalto-Puurunen/dream-ald,9,2023-03-21T11:54:51,2023-04-11T07:46:40,20.827650462962964,2,True,True,5,https://github.com/Aalto-Puurunen/dream-ald
AaltoML/SDE,12,2019-04-02T08:45:48,2021-07-14T14:00:05,834.2182523148148,2,True,True,153,https://github.com/AaltoML/SDE
AaltoML/nonstationary-audio-gp,18,2019-05-07T15:10:14,2019-08-07T09:19:35,91.75649305555557,4,True,True,11,https://github.com/AaltoML/nonstationary-audio-gp
AandreaA-commits/S4HDD_project,30,2023-12-29T15:32:33,2024-01-21T10:50:22,22.80403935185185,2,True,True,1,https://github.com/AandreaA-commits/S4HDD_project
AaronJCorcoran/ThruTracker,22,2020-03-20T15:55:11,2021-05-12T14:44:00,417.9505671296296,4,True,True,1,https://github.com/AaronJCorcoran/ThruTracker
AaronJackson/vrn,30,2017-09-06T13:46:30,2021-09-07T19:15:46,1462.2286574074074,5,True,True,4507,https://github.com/AaronJackson/vrn
Aaronlozhkin/ExtractingVelocityPeak,30,2022-09-13T22:50:45,2023-09-20T03:11:41,371.1812037037037,2,True,True,1,https://github.com/Aaronlozhkin/ExtractingVelocityPeak
AbbyJiayuanLI/Music_Note_Detector,30,2020-12-07T13:33:35,2020-12-28T04:22:11,20.617083333333333,2,True,True,1,https://github.com/AbbyJiayuanLI/Music_Note_Detector
AbdallahHemdan/RoboArm,22,2019-03-12T01:14:14,2019-03-25T19:55:36,13.778726851851852,2,True,True,7,https://github.com/AbdallahHemdan/RoboArm
AbdallahHemdan/Wasla,7,2021-01-14T15:22:24,2021-01-21T16:46:50,7.058634259259259,2,True,True,12,https://github.com/AbdallahHemdan/Wasla
Abdelrahman-Taha/LIS-DeepLearning,30,2019-06-12T06:20:00,2022-04-18T00:45:41,1040.767835648148,2,True,True,56,https://github.com/Abdelrahman-Taha/LIS-DeepLearning
AbdnBiomechEng/Matlab-OpenSIM-scripts,13,2020-11-18T18:32:07,2023-02-20T15:01:45,823.853912037037,3,True,True,1,https://github.com/AbdnBiomechEng/Matlab-OpenSIM-scripts
AbdnBiomechEng/TechForParalysis,30,2023-08-16T12:45:49,2024-02-16T16:54:29,184.1726851851852,3,True,True,7,https://github.com/AbdnBiomechEng/TechForParalysis
AbdulMMalik/Snails-AI,6,2018-03-19T21:50:43,2018-06-01T11:41:46,73.57711805555556,2,True,True,1,https://github.com/AbdulMMalik/Snails-AI
AbdulSalam2016/SADEAT-Stochastic-Combined-Heat-and-Power-Anaerobic-Digestion-Economic-Assessment-Tool,15,2016-09-17T20:40:08,2018-03-14T16:09:46,542.8122453703704,3,True,True,2,https://github.com/AbdulSalam2016/SADEAT-Stochastic-Combined-Heat-and-Power-Anaerobic-Digestion-Economic-Assessment-Tool
Abdulhassan/Open-Source-Software-Developers-Community,5,2016-05-17T13:59:35,2018-03-05T11:24:11,656.8920833333333,2,True,True,3,https://github.com/Abdulhassan/Open-Source-Software-Developers-Community
AbdulrhmnGhanem/ModelingAndControl.jl,30,2023-12-28T15:53:20,2024-01-27T00:34:25,29.361863425925925,3,True,True,2,https://github.com/AbdulrhmnGhanem/ModelingAndControl.jl
AbhiS0612/3dof_vehicle_sim,9,2020-07-03T20:30:18,2020-07-14T19:04:23,10.940335648148148,2,True,True,7,https://github.com/AbhiS0612/3dof_vehicle_sim
AbhiSaphire/MachineLearning-CourseraCourse-StanfordUniversity,30,2020-02-20T18:34:23,2020-05-19T10:23:43,88.65925925925926,2,True,True,9,https://github.com/AbhiSaphire/MachineLearning-CourseraCourse-StanfordUniversity
AbhinashTiwary/Grocery_Sorter,26,2023-09-22T08:51:38,2023-11-03T06:07:54,41.88629629629629,3,True,True,1,https://github.com/AbhinashTiwary/Grocery_Sorter
Abhishek-MLDL/IrisSeg,22,2016-06-14T10:36:47,2017-02-07T11:33:29,238.039375,2,True,True,9,https://github.com/Abhishek-MLDL/IrisSeg
Abhishek-Trivedi/DIP_Lip_Contour_Detection,27,2018-09-29T12:38:00,2018-12-05T21:41:24,67.37736111111111,2,True,True,1,https://github.com/Abhishek-Trivedi/DIP_Lip_Contour_Detection
Aboeleneen/Andrew-Course-Assigments,12,2019-04-12T14:51:05,2020-05-02T00:50:05,385.4159722222222,2,True,True,1,https://github.com/Aboeleneen/Andrew-Course-Assigments
Aca4peop/QVDVQA,26,2022-07-04T01:37:48,2023-12-11T06:35:38,525.2068287037036,2,True,True,1,https://github.com/Aca4peop/QVDVQA
Accacio/Optimisation,30,2015-11-26T00:25:14,2022-10-25T09:02:47,2525.359409722222,4,True,True,1,https://github.com/Accacio/Optimisation
Accla/d4m,30,2018-04-09T18:32:05,2020-07-28T13:32:16,840.7917939814815,3,True,True,39,https://github.com/Accla/d4m
Accountable-Machine-Intelligence/DeepGO,26,2018-04-30T16:31:43,2018-12-27T15:59:31,240.9776388888889,3,True,True,1,https://github.com/Accountable-Machine-Intelligence/DeepGO
Aceinna/INS2000_FR2,10,2020-09-28T11:11:21,2020-11-02T06:15:30,34.79454861111111,3,True,True,1,https://github.com/Aceinna/INS2000_FR2
Achicken7301/bt-xlhhysbkts,30,2022-01-24T16:08:22,2022-05-11T13:05:06,106.87273148148148,3,True,True,1,https://github.com/Achicken7301/bt-xlhhysbkts
Achicken7301/thvlkt-BTL,30,2021-11-25T00:51:34,2021-12-05T07:56:37,10.29517361111111,3,True,True,1,https://github.com/Achicken7301/thvlkt-BTL
Acro-polis/economic-model,30,2019-09-26T05:01:11,2019-11-11T20:40:05,46.65201388888889,3,True,True,2,https://github.com/Acro-polis/economic-model
AcubeSAT/adcs-simulation,30,2021-05-05T15:54:05,2024-02-13T13:18:01,1013.8916203703704,10,True,True,13,https://github.com/AcubeSAT/adcs-simulation
Acusick1/High-Speed-Vehicle-Optimisation-2.0,29,2020-10-01T22:58:55,2022-06-20T20:20:51,626.8902314814815,2,True,True,2,https://github.com/Acusick1/High-Speed-Vehicle-Optimisation-2.0
AdMeynard/BoundaryEffectsReduction,30,2021-01-26T18:21:17,2021-05-28T18:18:14,121.99788194444444,2,True,True,1,https://github.com/AdMeynard/BoundaryEffectsReduction
AdMeynard/JEFAS,30,2020-01-16T18:55:47,2023-01-27T12:34:13,1106.7350231481482,2,True,True,25,https://github.com/AdMeynard/JEFAS
AdamBanham/EGB399_Prac_two,30,2018-10-12T03:58:05,2018-10-26T02:53:47,13.955347222222224,2,True,True,1,https://github.com/AdamBanham/EGB399_Prac_two
AdamClayden93/tea,30,2020-08-01T00:24:17,2021-04-06T12:58:50,248.5239930555556,2,True,True,2,https://github.com/AdamClayden93/tea
AdamRauff/CHCO-Internship,30,2017-09-10T23:42:36,2017-09-19T23:13:05,8.979502314814814,2,True,True,1,https://github.com/AdamRauff/CHCO-Internship
AdamWu1979/epg-matlab,16,2018-11-19T15:51:20,2020-06-04T20:43:06,563.2026157407407,2,True,True,1,https://github.com/AdamWu1979/epg-matlab
AdamosDA/Music-EEG,18,2021-04-04T10:21:28,2021-05-18T08:34:09,43.92547453703704,2,True,True,5,https://github.com/AdamosDA/Music-EEG
Adamouization/Binary-Image-Classifier,30,2017-03-09T11:26:38,2018-04-20T16:37:05,407.2155902777778,2,True,True,1,https://github.com/Adamouization/Binary-Image-Classifier
Adeel-Abdullah/active-power-filter-mpc,28,2019-12-14T08:32:09,2020-10-24T19:00:19,315.43622685185187,2,True,True,4,https://github.com/Adeel-Abdullah/active-power-filter-mpc
Adeel-Abdullah/mpc-vsi,11,2019-11-19T08:51:06,2020-01-11T09:00:41,53.0066550925926,2,True,True,5,https://github.com/Adeel-Abdullah/mpc-vsi
AdelHashem/Digital-Communications-OFDM-system,30,2022-12-27T23:36:58,2023-01-01T20:40:54,4.877731481481481,2,True,True,2,https://github.com/AdelHashem/Digital-Communications-OFDM-system
AdelaideAuto-IDLab/TrackerBots,25,2018-08-07T04:33:36,2020-08-03T06:49:39,727.0944791666667,2,True,True,12,https://github.com/AdelaideAuto-IDLab/TrackerBots
Ades91/ImDecorr,30,2019-02-26T16:02:11,2021-04-23T18:20:12,787.0958449074074,2,True,True,54,https://github.com/Ades91/ImDecorr
